curve,all_pairs,k=2|intra_community,k=3|intra_community,k=4|intra_community,k=5|intra_community,k=6|intra_community,k=7|intra_community,k=8|intra_community,k=9|intra_community,k=10|intra_community,k=11|intra_community,k=12|intra_community,k=13|intra_community,k=14|intra_community,k=15|intra_community,k=16|intra_community,k=17|intra_community,k=18|intra_community,k=19|intra_community,k=20|intra_community,k=2|inter_community,k=3|inter_community,k=4|inter_community,k=5|inter_community,k=6|inter_community,k=7|inter_community,k=8|inter_community,k=9|inter_community,k=10|inter_community,k=11|inter_community,k=12|inter_community,k=13|inter_community,k=14|inter_community,k=15|inter_community,k=16|inter_community,k=17|inter_community,k=18|inter_community,k=19|inter_community,k=20|inter_community
lower,0.8109813804668982,0.8157192555122629,0.8243806583304859,0.8269561562559246,0.827605471043841,0.8302765387071332,0.838052898201336,0.8423829353260712,0.8402231902803622,0.8394908609451847,0.8353265201274978,0.846947463854719,0.8454521865922713,0.844258299978912,0.8485328258770783,0.847729303258331,0.8473023321989033,0.8512880611395846,0.842880235282865,0.8483748782525117,0.8056388211529524,0.8032182738802588,0.8047725328692847,0.8057085646011155,0.8064718801847253,0.8056004191161804,0.8053638685560323,0.8068283545618153,0.8072847342396234,0.8080860496460369,0.8068466804823217,0.8070001486045849,0.8074707421554651,0.8074239398079976,0.8079463167085,0.8081170601679217,0.8076612094841947,0.8087501028794994,0.8081521743491832
mean,0.8118175814672208,0.8169644603398256,0.8258396972596649,0.8286730248829012,0.8295208238568567,0.8323645119270391,0.8402307354595926,0.8447621996845924,0.842851509394412,0.842408501234758,0.838281613999876,0.8500327679201254,0.8485469165026901,0.8473227896134465,0.8519266108359386,0.8510634445053893,0.850982254573047,0.8547797279920726,0.8468789655483484,0.8519656005146803,0.8067460539230237,0.8042062710245425,0.8057024231508522,0.8066122612886086,0.807365121627616,0.8064766678882538,0.8062200311866846,0.8076861705832724,0.8081334768600115,0.808942730212461,0.8076837780572875,0.8078388669641404,0.8083172739773141,0.8082591262830592,0.8087901340357627,0.8089548203563469,0.8084972270703896,0.8095898343462878,0.8089924499596672
upper,0.8126537824675435,0.8182096651673884,0.8272987361888439,0.8303898935098778,0.8314361766698724,0.8344524851469449,0.8424085727178492,0.8471414640431136,0.8454798285084618,0.8453261415243313,0.8412367078722542,0.8531180719855318,0.8516416464131089,0.8503872792479811,0.8553203957947988,0.8543975857524476,0.8546621769471907,0.8582713948445606,0.8508776958138318,0.8555563227768489,0.807853286693095,0.8051942681688261,0.8066323134324196,0.8075159579761018,0.8082583630705067,0.8073529166603272,0.807076193817337,0.8085439866047295,0.8089822194803995,0.8097994107788851,0.8085208756322534,0.8086775853236959,0.8091638057991631,0.8090943127581207,0.8096339513630254,0.8097925805447721,0.8093332446565845,0.8104295658130762,0.8098327255701513
