curve,all_pairs,k=2|intra_community,k=3|intra_community,k=4|intra_community,k=5|intra_community,k=6|intra_community,k=7|intra_community,k=8|intra_community,k=9|intra_community,k=10|intra_community,k=11|intra_community,k=12|intra_community,k=13|intra_community,k=14|intra_community,k=15|intra_community,k=16|intra_community,k=17|intra_community,k=18|intra_community,k=19|intra_community,k=20|intra_community,k=2|inter_community,k=3|inter_community,k=4|inter_community,k=5|inter_community,k=6|inter_community,k=7|inter_community,k=8|inter_community,k=9|inter_community,k=10|inter_community,k=11|inter_community,k=12|inter_community,k=13|inter_community,k=14|inter_community,k=15|inter_community,k=16|inter_community,k=17|inter_community,k=18|inter_community,k=19|inter_community,k=20|inter_community
lower,0.8175908019404153,0.8393865126072346,0.8306424777066707,0.8276396252834053,0.8375432965314084,0.8254527350911743,0.8333379735861771,0.8301170584573331,0.8413530664100103,0.8390940384645714,0.8428333032979375,0.8461505073166902,0.8458621561160586,0.8529071073935515,0.844982624648367,0.8506380860567148,0.8533446156322909,0.8511999207871462,0.8573506568570239,0.8625475640697072,0.792404373294761,0.8103703674962405,0.8138406567152903,0.8120036787636431,0.8156830203221391,0.8144915510173728,0.8154489432193395,0.8141482417092459,0.8147476171683022,0.8145241841948229,0.8145132311290804,0.8146367424379802,0.8144029801756499,0.8151912392368447,0.815113274354137,0.8148631600268061,0.815071986658341,0.8149680684452827,0.8146575366758152
mean,0.8182924510196705,0.8404706682319797,0.8320895069593813,0.8293813470335446,0.8394565091087296,0.8276039183809262,0.8354748868501729,0.8325348178664252,0.8437346616602011,0.8415260340292944,0.845354036182636,0.8488384073641304,0.8486142628292257,0.8559205841724006,0.8480934607784371,0.8541823728795163,0.856742416758823,0.8546394723564714,0.8609744376610527,0.8660983445360279,0.7930602314112212,0.8111079440027774,0.8145670712411429,0.8127177501315958,0.8164033648932141,0.8152192398014894,0.8161668284488354,0.8148679087870057,0.8154703149749255,0.8152431553328621,0.8152274482519921,0.8153499387107241,0.8151084558200619,0.8159000829508877,0.8158139103005898,0.8155649534500077,0.8157747756258528,0.8156683216611683,0.8153565690425415
upper,0.8189941000989257,0.8415548238567248,0.833536536212092,0.8311230687836839,0.8413697216860508,0.829755101670678,0.8376118001141687,0.8349525772755174,0.8461162569103918,0.8439580295940173,0.8478747690673346,0.8515263074115706,0.8513663695423928,0.8589340609512497,0.8512042969085071,0.8577266597023178,0.8601402178853551,0.8580790239257966,0.8645982184650816,0.8696491250023485,0.7937160895276814,0.8118455205093144,0.8152934857669956,0.8134318214995484,0.817123709464289,0.8159469285856059,0.8168847136783313,0.8155875758647654,0.8161930127815488,0.8159621264709013,0.8159416653749039,0.816063134983468,0.8158139314644738,0.8166089266649307,0.8165145462470426,0.8162667468732092,0.8164775645933645,0.8163685748770539,0.8160556014092678
