curve,all_pairs,k=2|intra_community,k=3|intra_community,k=4|intra_community,k=5|intra_community,k=6|intra_community,k=7|intra_community,k=8|intra_community,k=9|intra_community,k=10|intra_community,k=11|intra_community,k=12|intra_community,k=13|intra_community,k=14|intra_community,k=15|intra_community,k=16|intra_community,k=17|intra_community,k=18|intra_community,k=19|intra_community,k=20|intra_community,k=2|inter_community,k=3|inter_community,k=4|inter_community,k=5|inter_community,k=6|inter_community,k=7|inter_community,k=8|inter_community,k=9|inter_community,k=10|inter_community,k=11|inter_community,k=12|inter_community,k=13|inter_community,k=14|inter_community,k=15|inter_community,k=16|inter_community,k=17|inter_community,k=18|inter_community,k=19|inter_community,k=20|inter_community
lower,0.2536719906209791,0.2824544868583263,0.2954051123040941,0.29436791567799603,0.2965563137625183,0.2873149149044912,0.28970798936214565,0.2832526303678168,0.2968713693273041,0.28471384379063913,0.2723212264216348,0.283130601519632,0.29890404947926086,0.29557442055423067,0.28145003647639044,0.2856343416263628,0.28006992373567147,0.2712672797346015,0.28792498234125913,0.284425125209985,0.22030203955848124,0.22841717665985145,0.23945399215021748,0.24235949209821006,0.24582797214125574,0.24746647835001637,0.24922572109478996,0.24812544840984005,0.24986740062918955,0.25149563746466125,0.25076561442083933,0.24950091789602324,0.25005388180029625,0.2513973115688657,0.2512007468780945,0.2517320560313333,0.2524026108806451,0.2513465724481984,0.2518465505950401
mean,0.25413666290224685,0.28306130988053463,0.29610653092492234,0.2952327489930137,0.29754649593607285,0.2884825921518639,0.29099367834341594,0.2846733075452335,0.29824438270158526,0.28626757737460695,0.2740250310322525,0.2848622589130377,0.3005546124142577,0.29733871230630626,0.28332782692905906,0.28750733097577846,0.282065910131278,0.2735210237871493,0.2899468670646697,0.28664428885209786,0.22096089961572904,0.2289905178917671,0.23998625249751934,0.24287236421989947,0.246325731988032,0.2479589642826348,0.24971314502652248,0.2486137816322358,0.25035077165874536,0.251975429420913,0.25124527087908927,0.2499810250361996,0.2505320166172633,0.25187499132456065,0.25167847689813,0.2522081917575209,0.2528747768227014,0.2518219938119618,0.25232005389107387
upper,0.2546013351835146,0.28366813290274295,0.29680794954575057,0.2960975823080314,0.2985366781096274,0.2896502693992366,0.29227936732468623,0.28609398472265024,0.2996173960758664,0.28782131095857477,0.2757288356428702,0.2865939163064434,0.3022051753492545,0.29910300405838186,0.28520561738172767,0.2893803203251941,0.28406189652688457,0.2757747678396971,0.2919687517880803,0.28886345249421075,0.22161975967297684,0.22956385912368277,0.2405185128448212,0.24338523634158887,0.24682349183480828,0.24845145021525325,0.250200568958255,0.24910211485463155,0.2508341426883012,0.25245522137716475,0.2517249273373392,0.25046113217637594,0.2510101514342304,0.2523526710802556,0.2521562069181655,0.2526843274837085,0.25334694276475767,0.2522974151757252,0.25279355718710766
