curve,all_pairs,k=2|intra_community,k=3|intra_community,k=4|intra_community,k=5|intra_community,k=6|intra_community,k=7|intra_community,k=8|intra_community,k=9|intra_community,k=10|intra_community,k=11|intra_community,k=12|intra_community,k=13|intra_community,k=14|intra_community,k=15|intra_community,k=16|intra_community,k=17|intra_community,k=18|intra_community,k=19|intra_community,k=20|intra_community,k=2|inter_community,k=3|inter_community,k=4|inter_community,k=5|inter_community,k=6|inter_community,k=7|inter_community,k=8|inter_community,k=9|inter_community,k=10|inter_community,k=11|inter_community,k=12|inter_community,k=13|inter_community,k=14|inter_community,k=15|inter_community,k=16|inter_community,k=17|inter_community,k=18|inter_community,k=19|inter_community,k=20|inter_community
lower,0.11936064820433452,0.1418069701658873,0.15981714030207614,0.1226997366071349,0.1313350287177404,0.12581738784529947,0.13750739877261847,0.13574797042971812,0.15561912058314867,0.12617852649340353,0.1283060692459966,0.15176648686005395,0.13084474596765136,0.10732406052689336,0.12040259407682688,0.13356535099494812,0.13274884437427564,0.14163614057376497,0.13188603566358903,0.11359170019940859,0.09502410296626164,0.09736074187572827,0.11622144487251648,0.11435200100979323,0.11624067669581438,0.11308522488354689,0.11505778435657472,0.112571549087743,0.11686455926789735,0.11671740016407801,0.11390776799422613,0.11698339125323623,0.11969684190497051,0.11810927157217309,0.1163849531609481,0.1168599741137654,0.11579164816117032,0.11683553428167816,0.1188423766430012
mean,0.12269794837617432,0.14698102965696194,0.16639392688516147,0.13034459541397972,0.13987305334202438,0.13513830710490038,0.14616393672622496,0.14631381645844635,0.1661165703102068,0.13645361362096767,0.13937965672692884,0.1640056673479402,0.1441277641884543,0.11933425414939523,0.13425428395985578,0.1463397039066314,0.14617426596724176,0.15599203308375084,0.1457655007188853,0.12665489824063905,0.09907116658946202,0.1009246956869755,0.11979029477566429,0.11787686628049712,0.11971695675627204,0.11661500649913675,0.1184955729263034,0.11602695729763553,0.12035121350367729,0.12016864465603361,0.11729452902702767,0.12038511833909855,0.12313141412704791,0.12149911809932873,0.11977684219904644,0.12026256389696656,0.11913573375287001,0.12020836431220552,0.12225046611704171
upper,0.12603524854801412,0.15215508914803658,0.1729707134682468,0.13798945422082454,0.14841107796630837,0.1444592263645013,0.15482047467983145,0.15687966248717458,0.17661402003726492,0.1467287007485318,0.15045324420786108,0.17624484783582645,0.15741078240925724,0.1313444477718971,0.14810597384288468,0.15911405681831467,0.15959968756020787,0.1703479255937367,0.15964496577418158,0.1397180962818695,0.1031182302126624,0.10448864949822273,0.1233591446788121,0.12140173155120101,0.12319323681672971,0.12014478811472662,0.12193336149603208,0.11948236550752805,0.12383786773945724,0.1236198891479892,0.12068129005982921,0.12378684542496088,0.1265659863491253,0.12488896462648437,0.12316873123714478,0.12366515368016771,0.1224798193445697,0.12358119434273289,0.12565855559108222
