curve,all_pairs,k=2|intra_community,k=3|intra_community,k=4|intra_community,k=5|intra_community,k=6|intra_community,k=7|intra_community,k=8|intra_community,k=9|intra_community,k=10|intra_community,k=11|intra_community,k=12|intra_community,k=13|intra_community,k=14|intra_community,k=15|intra_community,k=16|intra_community,k=17|intra_community,k=18|intra_community,k=19|intra_community,k=20|intra_community,k=2|inter_community,k=3|inter_community,k=4|inter_community,k=5|inter_community,k=6|inter_community,k=7|inter_community,k=8|inter_community,k=9|inter_community,k=10|inter_community,k=11|inter_community,k=12|inter_community,k=13|inter_community,k=14|inter_community,k=15|inter_community,k=16|inter_community,k=17|inter_community,k=18|inter_community,k=19|inter_community,k=20|inter_community
lower,0.13962846332097087,0.1994227538474186,0.18411919033980215,0.17432374501084993,0.2089015002439459,0.18696617560093787,0.2001125057170887,0.19722830437754685,0.18960595585324302,0.1881490792069117,0.1814727797368465,0.16734491543925492,0.15680719254163666,0.1744075383758968,0.20595549614662007,0.16795090695707382,0.20676172227813358,0.19183602894181667,0.182133291827248,0.21238680436473026,0.053469712142381824,0.11454904859787357,0.1266501834151878,0.12113051964562595,0.12935955095074517,0.12711985707209975,0.1299437085394667,0.1317683352218511,0.13252136298929593,0.1340909677288333,0.1356829931816136,0.13690757593711814,0.13566839144595744,0.1334104257092134,0.13639620852304526,0.1347706673495525,0.13551808888935465,0.13612063200465419,0.1344319316621876
mean,0.14310627863630873,0.2037304913267391,0.19027626114325255,0.18207779903821594,0.21741674633933894,0.19710675898299335,0.209835060445343,0.2084549122006305,0.2015424052011251,0.20099906144392418,0.1951205795342389,0.1812705850013544,0.17126468529029185,0.19029192909246676,0.2224564258264259,0.18361659179202236,0.22483284933927536,0.2099408694362838,0.2008932477073844,0.2315584332306276,0.05713012245715288,0.11854062246585252,0.13043347444764503,0.1247345517532066,0.13295515301693603,0.13072306061826264,0.13349995265174552,0.13532083032558184,0.13604726600869302,0.13762384948990805,0.13922662399829577,0.1404526068050433,0.13917559690634365,0.13687642926237029,0.1399257785617908,0.13825357856560397,0.1390094176115732,0.13960848094335124,0.13788814573769345
upper,0.1465840939516466,0.2080382288060596,0.19643333194670295,0.18983185306558195,0.22593199243473197,0.20724734236504883,0.21955761517359731,0.21968152002371416,0.21347885454900717,0.21384904368093666,0.20876837933163128,0.19519625456345388,0.18572217803894703,0.20617631980903672,0.23895735550623176,0.1992822766269709,0.24290397640041714,0.2280457099307509,0.2196532035875208,0.250730062096525,0.06079053277192394,0.12253219633383147,0.13421676548010225,0.12833858386078723,0.1365507550831269,0.13432626416442553,0.13705619676402434,0.13887332542931258,0.1395731690280901,0.1411567312509828,0.14277025481497796,0.14399763767296844,0.14268280236672987,0.14034243281552716,0.14345534860053635,0.14173648978165543,0.14250074633379176,0.1430963298820483,0.14134435981319932
