curve,all_pairs,k=2|intra_community,k=3|intra_community,k=4|intra_community,k=5|intra_community,k=6|intra_community,k=7|intra_community,k=8|intra_community,k=9|intra_community,k=10|intra_community,k=11|intra_community,k=12|intra_community,k=13|intra_community,k=14|intra_community,k=15|intra_community,k=16|intra_community,k=17|intra_community,k=18|intra_community,k=19|intra_community,k=20|intra_community,k=2|inter_community,k=3|inter_community,k=4|inter_community,k=5|inter_community,k=6|inter_community,k=7|inter_community,k=8|inter_community,k=9|inter_community,k=10|inter_community,k=11|inter_community,k=12|inter_community,k=13|inter_community,k=14|inter_community,k=15|inter_community,k=16|inter_community,k=17|inter_community,k=18|inter_community,k=19|inter_community,k=20|inter_community
lower,0.058731460467951,0.06044188268622578,0.058393944574829944,0.05699939016914832,0.05621200946757176,0.05320515107051072,0.053336999654463015,0.052335239057477057,0.05226553992479978,0.05182026373951689,0.05294142763845465,0.05233828926827652,0.05082518156391821,0.049559604854251114,0.051125662507325156,0.05125763955109737,0.05237389032233229,0.0496611460061745,0.05091468156779202,0.05004478535957389,0.056160998424294,0.058882618566293836,0.05931414413467928,0.05948562384247341,0.059855137019602295,0.059615459005708527,0.05963170828124899,0.05952456646450337,0.059494228965767434,0.0593001809789105,0.059299750940204725,0.059378659388215994,0.05943019097964818,0.059267561268494084,0.05922113176127779,0.059113589971968035,0.05927630307757712,0.05915627806884047,0.05918554318958389
mean,0.05878992392009966,0.060524452806659815,0.058505736977963005,0.05713320312521221,0.0563457891497507,0.05337707041738284,0.05353434589015547,0.05254492035691389,0.05249186648444896,0.05205687751925134,0.053174808031671406,0.05258902103241601,0.05110155351251994,0.049854098867746985,0.05141845761345594,0.051563569096240276,0.05267938663706071,0.04999174363691663,0.051252007488578714,0.05038806653239891,0.05623596327402072,0.05894893812847141,0.05937729476621232,0.059549545189752924,0.05991470406550957,0.059674170300013256,0.05969024729762486,0.059582924070320314,0.059552556146438757,0.05935947317169903,0.059358644075122514,0.0594367140613933,0.05948774010399251,0.05932584671056893,0.0592793891760885,0.059172289931077204,0.059334074658487855,0.059214483726315624,0.05924364988739304
upper,0.05884838737224832,0.06060702292709385,0.058617529381096066,0.0572670160812761,0.05647956883192964,0.05354898976425496,0.05373169212584792,0.05275460165635072,0.05271819304409814,0.052293491298985785,0.05340818842488816,0.05283975279655549,0.051377925461121667,0.050148592881242855,0.05171125271958672,0.05186949864138318,0.05298488295178913,0.050322341267658756,0.05158933340936541,0.05073134770522393,0.056310928123747446,0.05901525769064899,0.05944044539774536,0.059613466537032436,0.059974271111416844,0.059732881594317985,0.059748786314000726,0.05964128167613726,0.05961088332711008,0.059418765364487564,0.059417537210040304,0.05949476873457061,0.059545289228336844,0.05938413215264378,0.05933764659089921,0.059230989890186374,0.05939184623939859,0.05927268938379078,0.059301756585202196
