interval,id,cell,entry,exit
7,0,1469,1211922025,1211922076
7,0,1468,1211922135,1211922135
7,0,1467,1211922206,1211922206
7,0,1427,1211922329,1211922380
7,0,1388,1211922436,1211922436
7,0,1349,1211922498,1211922498
7,0,1350,1211922557,1211922557
7,0,1311,1211922623,1211922683
7,0,1272,1211922738,1211922803
7,0,1233,1211922858,1211922918
7,0,1193,1211922978,1211922978
7,0,1192,1211923039,1211923039
7,0,1150,1211923105,1211923219
7,0,1190,1211923279,1211923279
7,0,1150,1211923342,1211923525
7,0,1148,1211923584,1211923584
7,0,1108,1211923653,1211923653
7,0,1067,1211923704,1211923704
7,0,1066,1211923739,1211923739
7,0,1026,1211923796,1211923796
7,0,986,1211923855,1211923855
7,0,985,1211923931,1211923931
7,0,984,1211923985,1211923985
7,0,941,1211924040,1211924040
7,0,939,1211924100,1211924100
7,0,899,1211924170,1211924253
7,0,902,1211924379,1211924433
7,0,822,1211924494,1211924494
7,0,782,1211924554,1211924774
7,0,743,1211924829,1211924889
7,0,784,1211924949,1211924949
7,0,785,1211925017,1211925017
7,0,786,1211925051,1211925051
7,0,826,1211925112,1211925112
7,0,825,1211925188,1211925258
7,0,826,1211925323,1211925323
7,0,827,1211925439,1211925439
7,0,868,1211925499,1211925499
7,0,908,1211925560,1211925560
7,0,949,1211925619,1211925619
7,0,990,1211925679,1211925679
7,0,1031,1211925739,1211925739
7,0,1072,1211925800,1211925800
7,0,1113,1211925861,1211925861
7,0,1195,1211925925,1211925925
7,0,1235,1211925963,1211925963
7,0,1196,1211926027,1211926040
7,0,1236,1211926054,1211926054
7,0,1235,1211926103,1211926222
7,0,1194,1211926297,1211926297
7,0,1153,1211926356,1211926356
7,0,1113,1211926392,1211926401
7,0,1114,1211926464,1211926464
7,0,1073,1211926553,1211926553
7,0,911,1211926635,1211926635
7,0,751,1211926694,1211926694
7,0,592,1211926755,1211926755
7,0,634,1211926936,1211927424
7,0,635,1211927486,1211927486
7,0,636,1211927544,1211927544
7,0,795,1211927590,1211927590
7,0,953,1211927650,1211927650
7,0,993,1211927717,1211927717
7,0,1034,1211927772,1211927772
7,0,1074,1211927832,1211927832
7,0,1152,1211927892,1211927952
7,0,1151,1211927972,1211928091
7,0,1192,1211928141,1211928206
7,0,1233,1211928261,1211928354
7,0,1234,1211928414,1211928414
7,0,1195,1211928477,1211928546
7,0,1156,1211928610,1211928610
7,0,1116,1211928666,1211928666
7,0,1074,1211928727,1211928727
7,0,1152,1211928787,1211928836
7,0,1151,1211928877,1211928932
7,0,1110,1211928992,1211928992
7,0,1108,1211929052,1211929052
7,0,1067,1211929113,1211929113
7,0,1066,1211929175,1211929175
7,0,1065,1211929235,1211929235
7,0,1063,1211929295,1211929295
7,0,1021,1211929359,1211929359
7,0,1018,1211929416,1211929416
7,0,1017,1211929477,1211929477
7,0,975,1211929542,1211929542
7,0,974,1211929597,1211929597
7,0,973,1211929654,1211929717
7,0,1013,1211929757,1211929757
7,0,1053,1211929818,1211929818
7,0,1052,1211929878,1211929878
7,0,1051,1211929939,1211929939
7,0,1050,1211929999,1211929999
7,0,1048,1211930060,1211930060
7,0,1006,1211930120,1211930149
7,0,1008,1211930209,1211930209
7,0,1050,1211930270,1211930270
7,0,1051,1211930330,1211930330
7,0,1053,1211930396,1211930396
7,0,1054,1211930451,1211930451
7,0,1055,1211930512,1211930512
7,0,1057,1211930572,1211930572
7,0,1059,1211930633,1211930633
7,0,979,1211930693,1211930693
7,0,939,1211930756,1211930875
7,0,942,1211930941,1211930941
7,0,862,1211930996,1211930996
7,0,822,1211931056,1211931056
7,0,743,1211931116,1211931116
7,0,703,1211931177,1211931177
7,0,663,1211931236,1211931236
7,0,623,1211931297,1211931297
7,0,583,1211931357,1211931431
7,0,624,1211931468,1211931528
7,0,625,1211931591,1211931647
7,0,705,1211931707,1211931810
7,0,665,1211931841,1211931841
7,0,625,1211931901,1211931901
7,0,586,1211931961,1211932026
7,0,587,1211932089,1211932089
7,0,588,1211932152,1211932152
7,0,589,1211932203,1211932203
7,0,590,1211932265,1211932265
7,0,551,1211932325,1211932325
7,0,390,1211932386,1211932526
7,0,349,1211932586,1211932586
7,0,346,1211932623,1211932683
7,0,347,1211932744,1211932744
7,1,634,1211922029,1211922920
7,1,594,1211922974,1211922974
7,1,673,1211923034,1211923034
7,1,713,1211923092,1211923092
7,1,752,1211923153,1211923153
7,1,792,1211923213,1211923213
7,1,832,1211923277,1211923277
7,1,831,1211923333,1211923386
7,1,870,1211923451,1211923451
7,1,830,1211923478,1211923941
7,1,870,1211923999,1211923999
7,1,909,1211924060,1211924060
7,1,948,1211924123,1211924123
7,1,988,1211924182,1211924241
7,1,1028,1211924302,1211924327
7,1,1029,1211924384,1211924384
7,1,1030,1211924445,1211924445
7,1,1069,1211924505,1211924505
7,1,1109,1211924572,1211924572
7,1,1188,1211924627,1211924627
7,1,1189,1211924688,1211924688
7,1,1190,1211924748,1211924748
7,1,1191,1211924811,1211925000
7,1,1150,1211925060,1211925060
7,1,1191,1211925122,1211925122
7,1,1192,1211925183,1211926496
7,1,1153,1211926553,1211926553
7,1,1116,1211926635,1211926635
7,1,1073,1211926695,1211926695
7,1,1032,1211926757,1211926757
7,1,871,1211926819,1211926819
7,1,831,1211926880,1211926880
7,1,672,1211926944,1211926944
7,1,592,1211926967,1211926967
7,1,511,1211927055,1211927055
7,1,473,1211927115,1211927115
7,1,434,1211927175,1211927261
7,1,433,1211927330,1211927330
7,1,473,1211927384,1211927384
7,1,554,1211927442,1211927442
7,1,594,1211927503,1211927503
7,1,593,1211927542,1211927542
7,1,590,1211927599,1211927660
7,1,550,1211927721,1211927721
7,1,510,1211927781,1211927781
7,1,469,1211927847,1211927847
7,1,428,1211927905,1211927905
7,1,427,1211927962,1211927962
7,1,466,1211928022,1211928022
7,1,506,1211928085,1211928085
7,1,505,1211928144,1211928155
7,1,585,1211928280,1211928280
7,1,665,1211928341,1211928341
7,1,705,1211928398,1211928398
7,1,784,1211928455,1211928455
7,1,824,1211928513,1211928513
7,1,864,1211928573,1211928573
7,1,904,1211928634,1211928634
7,1,944,1211928694,1211928694
7,1,984,1211928758,1211928821
7,1,1024,1211928875,1211928875
7,1,1064,1211928935,1211928935
7,1,1104,1211928998,1211928998
7,1,1144,1211929055,1211929055
7,1,1143,1211929119,1211929119
7,1,1183,1211929178,1211929242
7,1,1223,1211929301,1211929301
7,1,1263,1211929362,1211929362
7,1,1302,1211929417,1211929417
7,1,1303,1211929480,1211929480
7,1,1263,1211929537,1211929537
7,1,1264,1211929597,1211929947
7,2,34,1211923099,1211923099
7,2,233,1211923153,1211923153
7,2,312,1211923200,1211923200
7,2,554,1211923252,1211923252
7,2,755,1211923296,1211923296
7,2,835,1211923357,1211923357
7,2,834,1211923418,1211923418
7,2,832,1211923478,1211923478
7,2,831,1211923544,1211923544
7,2,871,1211923576,1211923643
7,2,872,1211923698,1211923698
7,2,873,1211923758,1211923758
7,2,835,1211923818,1211923818
7,2,635,1211923875,1211923875
7,2,433,1211923925,1211923925
7,2,232,1211923984,1211923984
7,2,34,1211924037,1211924037
7,2,113,1211925498,1211925498
7,2,272,1211925530,1211925530
7,2,635,1211925633,1211925633
7,2,835,1211925686,1211925686
7,2,954,1211925753,1211925753
7,2,1035,1211925825,1211925825
7,2,1074,1211925885,1211925885
7,2,1113,1211925945,1211925945
7,2,1192,1211926067,1211926067
7,2,1151,1211926264,1211926406
7,2,1111,1211926486,1211926486
7,2,1112,1211926540,1211926540
7,2,1073,1211926607,1211926607
7,2,1034,1211926662,1211926662
7,2,874,1211926723,1211926723
7,2,715,1211926771,1211926771
7,2,514,1211926837,1211926837
7,2,312,1211926885,1211926885
7,2,113,1211926929,1211926929
7,3,1147,1211922034,1211922156
7,3,1148,1211922215,1211922215
7,3,1149,1211922278,1211922278
7,3,1150,1211922350,1211923131
7,3,1151,1211923178,1211923178
7,3,1111,1211923245,1211923245
7,3,1110,1211923301,1211923301
7,3,1150,1211923355,1211923355
7,3,1111,1211923427,1211923427
7,3,1150,1211923476,1211923536
7,3,1190,1211923596,1211923596
7,3,1191,1211923661,1211923661
7,3,1232,1211923711,1211923776
7,3,1193,1211923842,1211923842
7,3,1194,1211923962,1211923962
7,3,1273,1211924018,1211924018
7,3,1233,1211924080,1211924132
7,3,1193,1211924192,1211924192
7,3,1192,1211924252,1211924252
7,3,1190,1211924315,1211924315
7,3,1189,1211924373,1211924373
7,3,1188,1211924434,1211924434
7,3,1146,1211924498,1211924498
7,3,1186,1211924554,1211924554
7,3,1187,1211924614,1211924614
7,3,1228,1211924676,1211924676
7,3,1188,1211924734,1211924734
7,3,1189,1211924799,1211924799
7,3,1188,1211924859,1211924859
7,3,1147,1211924916,1211924916
7,3,1146,1211924990,1211924990
7,3,1186,1211925042,1211925042
7,3,1187,1211925103,1211925103
7,3,1188,1211925157,1211925157
7,3,1148,1211925205,1211925205
7,3,1149,1211925266,1211925299
7,3,1147,1211925359,1211925359
7,3,1148,1211925412,1211925582
7,3,1149,1211925644,1211925644
7,3,1190,1211925675,1211925675
7,3,1192,1211925733,1211925733
7,3,1232,1211925804,1211925804
7,3,1271,1211925855,1211925855
7,3,1311,1211925919,1211925919
7,3,1312,1211925977,1211925977
7,3,1353,1211926043,1211926100
7,3,1392,1211926155,1211926155
7,3,1431,1211926224,1211926344
7,3,1427,1211926464,1211926464
7,3,1426,1211926585,1211926585
7,3,1385,1211926637,1211926637
7,3,1383,1211926700,1211926756
7,3,1381,1211926821,1211926821
7,3,1380,1211926887,1211926887
7,3,1379,1211926936,1211926968
7,3,1378,1211927033,1211927033
7,3,1419,1211927094,1211927094
7,3,1420,1211927167,1211927167
7,3,1341,1211927270,1211927334
7,3,1342,1211927387,1211927387
7,3,1302,1211927447,1211927512
7,3,1303,1211927567,1211927583
7,3,1264,1211927635,1211927635
7,3,1265,1211927694,1211927694
7,3,1225,1211927754,1211927754
7,3,1145,1211927814,1211927814
7,3,1106,1211927878,1211927878
7,3,1107,1211927939,1211927994
7,3,1108,1211928047,1211928125
7,3,1067,1211928181,1211928288
7,3,1107,1211928330,1211928330
7,3,1148,1211928391,1211928391
7,3,1149,1211928447,1211928447
7,3,1150,1211928510,1211928510
7,3,1151,1211928570,1211928570
7,3,1112,1211928628,1211928692
7,3,1072,1211928749,1211928749
7,3,1073,1211928775,1211928788
7,3,1113,1211928801,1211928801
7,3,1114,1211928887,1211928948
7,3,1032,1211929008,1211929008
7,3,1072,1211929070,1211929171
7,3,1113,1211929236,1211929236
7,3,1152,1211929291,1211929291
7,3,1191,1211929351,1211929351
7,3,1190,1211929411,1211929617
7,3,1191,1211929672,1211929672
7,3,1192,1211929700,1211929796
7,3,1193,1211929862,1211929862
7,3,1152,1211929916,1211929942
7,3,1192,1211930002,1211930214
7,3,1231,1211930287,1211930287
7,3,1230,1211930327,1211930327
7,3,1189,1211930388,1211930388
7,3,1187,1211930450,1211930450
7,3,1186,1211930504,1211930504
7,3,1185,1211930564,1211930564
7,3,1183,1211930624,1211930624
7,3,1141,1211930690,1211930690
7,3,1099,1211930745,1211930745
7,3,1097,1211930839,1211930839
7,3,1096,1211930913,1211930932
7,3,1136,1211930974,1211930974
7,3,1137,1211931044,1211931044
7,3,1138,1211931098,1211931098
7,3,1139,1211931154,1211931154
7,3,1140,1211931214,1211931214
7,3,1181,1211931274,1211931274
7,3,1183,1211931335,1211931388
7,3,1223,1211931448,1211931592
7,3,1224,1211931652,1211931652
7,3,1184,1211931712,1211931712
7,3,1185,1211931772,1211931772
7,3,1186,1211931832,1211931832
7,3,1228,1211931892,1211931892
7,3,1229,1211931956,1211932012
7,3,1230,1211932072,1211932072
7,3,1231,1211932132,1211932132
7,3,1232,1211932192,1211932192
7,3,1233,1211932252,1211932252
7,3,1274,1211932317,1211932373
7,3,1234,1211932426,1211932442
7,3,1195,1211932447,1211932447
7,3,1235,1211932450,1211932450
7,3,1195,1211932514,1211932514
7,3,1194,1211932570,1211932592
7,3,1154,1211932677,1211932677
7,3,1114,1211932737,1211932737
7,5,673,1211922042,1211922042
7,5,713,1211922103,1211922103
7,5,672,1211922163,1211922163
7,5,712,1211922223,1211922223
7,5,632,1211922284,1211922284
7,5,672,1211922344,1211922344
7,5,671,1211922404,1211922473
7,5,670,1211922524,1211922548
7,5,630,1211922584,1211922584
7,5,629,1211922645,1211922645
7,5,628,1211922705,1211922769
7,5,667,1211922869,1211922869
7,5,747,1211922934,1211922934
