curve,all_pairs,k=2|intra_community,k=3|intra_community,k=4|intra_community,k=5|intra_community,k=6|intra_community,k=7|intra_community,k=8|intra_community,k=9|intra_community,k=10|intra_community,k=11|intra_community,k=12|intra_community,k=13|intra_community,k=14|intra_community,k=15|intra_community,k=16|intra_community,k=17|intra_community,k=18|intra_community,k=19|intra_community,k=20|intra_community,k=2|inter_community,k=3|inter_community,k=4|inter_community,k=5|inter_community,k=6|inter_community,k=7|inter_community,k=8|inter_community,k=9|inter_community,k=10|inter_community,k=11|inter_community,k=12|inter_community,k=13|inter_community,k=14|inter_community,k=15|inter_community,k=16|inter_community,k=17|inter_community,k=18|inter_community,k=19|inter_community,k=20|inter_community
lower,0.810979900332266,0.8297257196395056,0.8244696812204226,0.8367184729990771,0.8406271329705105,0.8518579926884287,0.8465669965904671,0.8551482792966834,0.8544922233233371,0.8561378525627074,0.8533775889543053,0.8511820717658005,0.8535375275491673,0.8624219231898217,0.8557872837720567,0.8528534052794233,0.865964194145795,0.8597599410117713,0.8625244844657556,0.8553810252818883,0.7854025819301289,0.8038900086086705,0.8013845606147374,0.8026355904776824,0.8001462422738199,0.8042496229860964,0.8033160929666093,0.8033198057935208,0.8047268322433994,0.8052197656798717,0.8065170775276498,0.8061162608875454,0.8054853950911404,0.8058511788672745,0.8068883952248717,0.8061583710559821,0.8066513017547824,0.8064479368800547,0.8076380840082286
mean,0.8117017238824359,0.8306875094101615,0.8259210923946522,0.838265137215318,0.8423400535711824,0.853539782396104,0.848733524031999,0.8573968646839989,0.856583088849572,0.8585048277676989,0.8556761392756567,0.8539757982481836,0.8562003877528191,0.8649342626558226,0.8584530087325652,0.8556043440525908,0.8689752143142815,0.8628140057365545,0.8653426743084898,0.8585406110764753,0.7863381620139452,0.8046787105709354,0.8021574804059203,0.8033949302749709,0.8008877474659164,0.8049781574086445,0.804030594754397,0.8040478188061154,0.8054508752989268,0.8059524958922087,0.8072396234584039,0.8068403951251159,0.806209273029147,0.8065726298702492,0.8076171988086294,0.8068717582790426,0.8073686998521773,0.8071701772875597,0.8083630633736819
upper,0.8124235474326058,0.8316492991808173,0.8273725035688817,0.839811801431559,0.8440529741718542,0.8552215721037792,0.8509000514735309,0.8596454500713144,0.858673954375807,0.8608718029726904,0.8579746895970081,0.8567695247305667,0.858863247956471,0.8674466021218236,0.8611187336930738,0.8583552828257582,0.871986234482768,0.8658680704613377,0.868160864151224,0.8617001968710623,0.7872737420977616,0.8054674125332003,0.8029304001971032,0.8041542700722594,0.8016292526580129,0.8057066918311927,0.8047450965421846,0.80477583181871,0.8061749183544542,0.8066852261045457,0.8079621693891581,0.8075645293626863,0.8069331509671537,0.807294080873224,0.8083460023923871,0.807585145502103,0.8080860979495722,0.8078924176950647,0.8090880427391353
