curve,all_pairs,k=2|intra_community,k=3|intra_community,k=4|intra_community,k=5|intra_community,k=6|intra_community,k=7|intra_community,k=8|intra_community,k=9|intra_community,k=10|intra_community,k=11|intra_community,k=12|intra_community,k=13|intra_community,k=14|intra_community,k=15|intra_community,k=16|intra_community,k=17|intra_community,k=18|intra_community,k=19|intra_community,k=20|intra_community,k=2|inter_community,k=3|inter_community,k=4|inter_community,k=5|inter_community,k=6|inter_community,k=7|inter_community,k=8|inter_community,k=9|inter_community,k=10|inter_community,k=11|inter_community,k=12|inter_community,k=13|inter_community,k=14|inter_community,k=15|inter_community,k=16|inter_community,k=17|inter_community,k=18|inter_community,k=19|inter_community,k=20|inter_community
lower,0.04719473098103564,0.047426719084201874,0.042152180069399185,0.039912144930415734,0.04007752747714871,0.040634434856893206,0.038749394078960935,0.036730747440662945,0.0387156018633863,0.03934589641394614,0.0364186552450611,0.036789429642536696,0.03603871600758456,0.03774590224672065,0.033710778688494855,0.034539025731711664,0.03800759335872421,0.035826314440671886,0.03540669969907851,0.033087841953400934,0.0468793246972189,0.049719133806658114,0.04988406033031983,0.048960810917626156,0.0484932657747298,0.0486197351318444,0.04876046132388574,0.04824676645066973,0.04805759848233317,0.048325472742959084,0.04819509214941842,0.048161306604320706,0.04795937542182817,0.0482588002816863,0.048121284136095885,0.0477682966320376,0.04788291918740972,0.04788137475563821,0.04801317786599673
mean,0.04728718425549547,0.04758103321845704,0.042340545189926124,0.0401235211895666,0.04033394577843003,0.04091604175709689,0.03904129435852473,0.03705388629478961,0.03905997479498474,0.03969622338909339,0.03678673602762803,0.03717638645467645,0.03643662199757313,0.03816003537875821,0.03414759268702839,0.03497091748341914,0.03849510841824686,0.03629149800212666,0.03590060519713309,0.033573345463915875,0.04697722532287499,0.049816397712243804,0.04997822027665252,0.049053903652785766,0.04858686081369328,0.04871336018107216,0.04885175353759873,0.04833966572448156,0.04815135275884222,0.0484177529138452,0.04828740008911254,0.04825371546246308,0.048052164615691256,0.04834984353144894,0.048213282159310436,0.047860656398148016,0.047975482522079255,0.04797346683790521,0.048104897883195004
upper,0.0473796375299553,0.047735347352712204,0.04252891031045306,0.04033489744871747,0.04059036407971135,0.04119764865730058,0.03933319463808852,0.037377025148916276,0.03940434772658318,0.040046550364240645,0.03715481681019497,0.0375633432668162,0.0368345279875617,0.038574168510795766,0.034584406685561925,0.03540280923512662,0.03898262347776951,0.03675668156358143,0.03639451069518767,0.034058848974430816,0.047075125948531076,0.049913661617829494,0.050072380222985206,0.049146996387945376,0.04868045585265676,0.04880698523029992,0.04894304575131171,0.0484325649982934,0.048245107035351266,0.04851003308473132,0.04837970802880666,0.04834612432060545,0.048144953809554344,0.04844088678121158,0.04830528018252499,0.047953016164258434,0.04806804585674879,0.04806555892017221,0.04819661790039328
